가수,앨범,제목,발매년도,작사가,가사,
빅뱅,MADE,LAST DANCE,2016.12.13.,"G-DRAGON,?T.O.P,?태양",영원할 줄 알았던 사랑도 저물고 이젠 그 흔한 친구마저 떠나가네요 나이가 들어서 나 어른이 되나 봐요 왜 이렇게 불안할까 사람들은 오늘도 과거에 머물고 세상은 나 없이도 잘 돌아가네요 아직은 어려서 나 철이 안 드나 봐요 왜 이렇게 바보 같을까 아무것도 없이 그저 행복해하던 때가 엊그제 같은데 그래 너무 멀리 와버렸어 난 기억이 안 나 모든 게 처음이라 서툴고 설레이기만 해 그 시절 기억들이 아직도 꿈만 같은데 난 지금 어디로 가는지 나는 이 노랠 부르며 너에게 돌아갈 거야 아름다웠던 그댈 다시 볼 수 있다면 너와 이 노랠 들으며 마지막 춤을 출 거야 이 순간을 기억해 언제까지라도 Just one last dance 희미한 불빛이 되어 별들 사이로 너 또한 이 별이 되어 손짓하네요 혼자가 되어서 나 외로워 보이나요 왜 이렇게 눈물이 날까 아무것도 없이 그저 행복해하던 때가 엊그제 같은데 그래 너무 멀리 와버렸어 난 기억이 안 나 모든 게 처음이라 서툴고 설레이기만 해 그 시절 기억들이 아직도 꿈만 같은데 난 지금 어디에 있는지 나는 이 노랠 부르며 너에게 돌아갈 거야 아름다웠던 그댈 다시 볼 수 있다면 너와 이 노랠 들으며 마지막 춤을 출 거야 이 순간을 기억해 언제까지라도 Just one last dance 음악은 계속해서 흐르고 여기 너를 기다리고 있는 나에게 기회를 줘 제발 단 한 번만 부디 약속할게 그리 길지는 않을 테니 나는 이 노랠 부르며 나는 이 노랠 부르며 너에게 돌아갈 거야 아름다웠던 그댈 다시 볼 수 있다면 너와 이 노랠 들으며 마지막 춤을 출 거야 이 순간을 기억해 언제까지라도 Just one last dance 너와 손을 잡고 춤을 추던 어젯밤 찬란히 빛이 나는 아름다운 One last smile 빨주노초 알 수 없던 황홀경 내가 보고 느끼던 세상과는 안 어울려 너와 손을 잡고 춤을 추던 어젯밤 찬란히 빛이 나는 아름다운 One last smile 빨주노초 알 수 없던 황홀경 내가 보고 느끼던 세상과는 안 어울려,
빅뱅,MADE,GIRLFRIEND,2016.12.13.,"TEDDY,G-DRAGON,T.O.P",어쩜 그렇게 예쁠 수가 있을까 첫 만남보다 설렌대도 믿을까 하루하루가 혹시 널 잃을까 난 두려워 Hey Hey Hey 이 노랠 들으면 닿을까 내 진심이 불러도 불러도 그리운 네 이름이 세상 사람들 모두가 우릴 보면서 부러워 해 해 해 나 힘들고 지칠 때 가끔씩 넘어질 때 Girl you always pick me up 지금처럼 내 옆에 매일같이 내 곁에 이대로만 있어 줘 때론 다투기도 해 처음과 다르기에 너는 내 안에 있어 You know that I love you ma baby Yes I have a girlfriend And I'm never lonely 그녀를 바라보는 것만으로도 좋아 Yes you're my girlfriend You're my one and only 너라는 꿈속에서 난 깨고 싶지 않아 My girlfriend my girlfriend She ain't no side chick mistress girlfriend My girlfriend my girlfriend Cuz Ain't nothing in the world compare to my girlfriend 단순하기 짝없던 내 성질은 불씨 그대라는 꽃이 예쁜 color를 붓지 널 만난 후 탄생 우리 둘이 밤새 하나뿐인 하모니 불꽃이 되어 lovely 오늘도 신께 감사해 곱게 빚은 너란 피사체 볼 수 있음을 나 지금 너를 감상해 그 어떤 명작보다 그댄 너무 아름답기에 마음이 울적할 때 가슴이 답답할 때 Girl you always pick me up 지금처럼 내 옆에 매일같이 내 곁에 그 자리에 있어 줘 시간이 멈춘대도 모든 게 다 변해도 나는 네 안에 있어 You know that I love you ma baby Yes I have a girlfriend And I'm never lonely 그녀를 바라보는 것만으로도 좋아 Yes you're my girlfriend You're my one and only 너라는 꿈속에서 난 깨고 싶지 않아 My girlfriend my girlfriend She ain't no side chick mistress girlfriend My girlfriend my girlfriend Cuz Ain't nothing in the world compare to my girlfriend 너를 만난 후로 나 이상한 것 같아 거리에 많은 여자들이 너로만 보이고 무슨 말을 해도 너의 목소리만 들려 나 너를 만난 뒤로 바보가 된 것 같아 입가에 미소가 끊이질 않아 네 생각만 해도 좋아 Yes I have a girlfriend And I'm never lonely 그녀를 바라보는 것만으로도 좋아 Yes you're my girlfriend You're my one and only 너라는 꿈속에서 난 깨고 싶지 않아 My girlfriend my girlfriend She ain't no side chick mistress girlfriend My girlfriend my girlfriend Cuz Ain't nothing in the world compare to my girlfriend,
빅뱅,꽃 길,꽃 길,2018.03.13.,"G-DRAGON,?T.O.P",그땐 참 좋았는데 말이야 너와 함께할 수만 있다면 때론 외롭고 슬퍼도 말이야 너와 같이 할 수만 있다면 Sing it na na na 노래해 나나나 우리 이게 마지막이 아니야 부디 또 만나요 꽃이 피면 때론 꽤 별난 일이 많아 넌 나 같이 못난 놈을 만나 다시 누군갈 사랑할 수 있을까? 너 아니라면 그럴 일은 없을 것 같아 나 의식 없이 발길 흐름대로 가던 길 날 화려히 비춰주던 네 빛 한줄기 그 전율이 느껴지는 예쁜 꽃 길 그곳에 너로 인해 설수 있던 Roly poly toy 떠나려거든 보내 드리오리다 님이 가시는 길에 꽃을 뿌리오리다 그리워지면 돌아와 줘요 그때 또 다시 날 사랑해줘요 이 꽃 길 따라 잠시 쉬어가다가 그 자리 그곳에서 날 기다려요 그땐 참 좋았는데 말이야 너와 함께할 수만 있다면 때론 외롭고 슬퍼도 말이야 너와 같이 할 수만 있다면 많이 울기도 했지만 웃은 일도 많아 내 머릿속 안에는 추억이 너무 많아 이 또한 지나갈 테니까 이 다음에 만나요 꽃이 피면 1년 365 이 세상 하나뿐인 넌 내 음악의 Motive 날 일깨워주는 은인 네 커다란 꽃밭에 기대어 막 떠오르던 가사말 아직도 참 생생해 빠담빠담 너란 만개 한 꽃의 색은 100000 개 무한대 거대한 울림 Vivaldi의 사계 아직도 그댄 내 맘에 담을 수 없는 그림 내 눈을 의심하지 You are my Magical Queen 떠나려거든 보내 드리오리다 님이 가시는 길에 꽃을 뿌리오리다 그리워지면 돌아와 줘요 그때 또 다시 날 사랑해줘요 이 꽃 길 따라 잠시 쉬어가다가 그 자리 그곳에서 날 기다려요 꽃 잎 따다 입을 맞추죠 얼굴은 빨개지고 꽃 길을 깔아 준비를 하죠 그대가 오시는 길 그리워지면 돌아와 줘요 그때 또 다시 날 사랑해줘요 이 꽃 길 따라 잠시 쉬어가다가 그 자리 그곳에서 날 기다려요 꽃 잎 따다 입을 맞추죠 얼굴은 빨개지고 꽃 길을 깔아 준비를 하죠 그 자리 그곳에서 날 기다려요,
동방신기,Hug,Hug (포옹),2003.12.31.,"박창현,?윤정",하루만 니방의 침대가 되고 싶어 더 따스히 포근히 내 품에 감싸 안고 재우고 싶어 아주 작은 뒤척임도 너의 조그만 속삭임에 난 꿈속의 괴물도 이겨내 버릴 텐데 내가 없는 너의 하룬 어떻게 흘러가는 건지 나를 얼마나 사랑하는지 난 너무나 궁금한데 너의 작은 서랍 속의 일기장이 되고 싶어 알 수 없는 너의 그 비밀도 내 맘속에 담아둘래 너 몰래 하루만 너의 고양이가 되고 싶어 니가 주는 맛있는 우유와 부드러운 니품안에서 움직이는 장난에도 너의 귀여운 입맞춤에 나도 몰래 질투를 느끼고 있었나 봐 내 마음이 이런 거야 너 밖엔 볼수 없는거지 누구를 봐도 어디 있어도 난 너만 바라보잖아 단 하루만 아주 친한 너의 애인이 되고 싶어 너의 자랑도 때론 투정도 다 들을수 있을 텐데 널 위해 In my heart in my soul 나에게 사랑이란 아직 어색하지만 uh uh baby 이 세상 모든걸 너에게 주고 싶어 꿈에서라도 내 마음이 이런 거야 지켜 볼 수만 있어도 너무 감사해 많이 행복해 나 조금은 부족해도 언제까지 너의 곁에 연인으로 있고 싶어 너를 내 품에 가득 안은 채 굳어버렸으면 싶어 영원히,
동방신기,Hug,My little princess (있잖아요...),2003.12.31.,배화영,사랑이겠죠 이런 내 마음은 숨기려 해도 금새 입가엔 미소만 하루도 안돼 또 보고싶어져 어쩌죠 내 맘은 깊은 병에 걸린걸 게으른 내 모습 이젠 없을 거예요 좋은 것만 보여주고 싶은걸요 저기 높은 하늘로 날아가 사랑한다고 세상에 말할래 깊은 밤하늘에 꺼지지 않는 Girl 너만을 지키는 빛나는 별이 될게요 You’re my love 헤어지잔 말 행복하란 그 말 영원히 우리 절대 하지 않기로해 지금처럼만 내 곁에 있어줘 부족한 나인걸 이해해주길 바래 어른스런 내 모습을 기대해줘요 네게 가장 어울리는 남자가 되고 싶은걸 언제까지나 그대 맘속에 내가 들어갈 수 있도록 허락해줘 만일 그대도 나와 같다면 아픔은 없죠 이젠 그댈 나 지킬게 for you My little princess 이제껏 숨겨온 나만의 사랑 늘 보여줄꺼야 영원토록 변치 않는 맘으로 girl 내 자신보다 더 더 사랑해줄 거라고 You’re my love 약속할께 ,
동방신기,The Way U Are,The Way U Are,2004.06.24,"태훈,?Various Artists,?Various Artists",첫눈에 반하기는 힘들어 널 보기전엔 믿었었지 생각이 바뀌는 건 참 쉬운 걸 난 어리석게 혼자였지 애 쓴다고 될 일은 아닌걸 자연스레 가고 싶어 내 눈물 속에 있는 환상 안에서만 바라던 네 진심 속에 있는 사랑을 피워 주게 할래 그 너의 생각 너의 관심 네 귀에 달려 있던 귀걸이 네 몸무게 너 만의 향기 너의 몸짓 모든걸 알고 싶어 이런 내게 It′s about the way you are 모두가 외로움을 말하지 널 원하던 날을 건너 머리를 비울 수가 있다던지 하는 건 이제 관심 없어 내 눈물 속에 있는 환상 안에서만 바라던 네 진심 속에 있는 사랑을 피워 주게 할래 그 너의 생각 너의 관심 네 귀에 달려 있던 귀걸이 네 몸무게 너 만의 향기 너의 몸짓 모든걸 알고 싶어 이런 내게 It′s about the way you are 싫다고는 하지마 네가 느낀 대로야 돌이킬수 없잖아 It′s about the way you are 싫다고는 하지마 네가 느낀 대로야 돌이킬수 없잖아 It′s about the way you are 그 너의 생각 너의 관심 네 귀에 달려 있던 귀걸이 네 몸무게 너 만의 향기 너의 몸짓 모든걸 알고 싶어 이런 내게 It′s about the way you are 그 너의 생각 너의 관심 네 귀에 달려 있던 귀걸이 네 몸무게 너 만의 향기 너의 몸짓 모든걸 알고 싶어 이런 내게 It′s about the way you are,
동방신기,The Way U Are,Whatever They Say,2004.06.24,Young H. Kim,"(믹키) Girl, don't listen to what they say, They can't stand to see Together. Come on Listen (영웅) Baby girl, 그댄 나의 행운이죠 그 많은 사람 중 날 가장 닮은 그녀를 (시아) 하지만 사람들은 우리 끝나기만을 바라죠 Oh 이게 주어진 현실이라면 운명 따윈 믿지 말아요 *(All) Whatever they say, don't listen girl 우릴 질투할 뿐이죠 내가 말한 모든 진실들 그대만 믿어주길 바랄 뿐이죠 Whatever they say, I don't care 널 사랑하는걸요 (영웅) 그대를 잃을 수 없어 힘들게 하네요 (유노) Baby 무슨 말을 해야 할지 몰라요 다만 그댈 위한 맘은 변함이 없네요 (믹키) 이렇게 사람들은 세상과 타협하길 바라죠 (영웅) 그게 그대를 잃는 길이라면 난 세상과 맞서겠어요 **(All) Whatever they say, don't listen girl 우릴 질투할 뿐이죠 서로 다른 모습이기에 이해 할 수 없는 안타까움뿐이죠 Whatever they say, I don't care 널 사랑하는걸요 (시아) 그대를 잃을 수 없어 힘들게 하네요 (최강) 그댈 위해 몇 번이나 놓아주고 싶었지만 그대가 보여준 사랑과 믿음이 내게 용기를 줘요 *(All) Whatever they say, don't listen girl 우릴 질투할 뿐이죠 내가 말한 모든 진실들 그대만 믿어주길 바랄 뿐이죠 Whatever they say, I don't care 널 사랑하는걸요 (시아) 그대를 잃을 수 없어 Oh no Don't leave **(All) Whatever they say, don't listen girl 우릴 질투할 뿐이죠 서로 다른 모습이기에 이해 할 수 없는 안타까움뿐이죠 Whatever they say, I don't care 널 사랑하는걸요 (시아) 그대를 잃을 수 없어 (믹키) Baby girl, 그댄 나의 행운이죠 Oh~",
동방신기,TRI-ANGLE,믿어요,2004.10.11,박창현,"[믹키] Girl, Let me prove that my love is real I'll give all my love to you, Please Trust me [시아] 믿어요 첫눈에 반한다는 말을 믿어요 그대에겐 아니라고 말했지만 나를 경솔하게 바라볼까봐 감춰왔을 뿐이죠 [최강] 사실 난 그대를 처음 봤던 그 순간부터 온종일 그대 생각에 살았었죠 아침에 눈뜨고 잠들 때까지 한 생각뿐이었죠 *[All] I believe in you 그댈 바라보는 이 시선 가득 내가 갖고 있는 그댈 향한 마음 모두 담아 보내리 너무 쉽게 들키고 싶지 않은 내 마음 알고 있나요 그대 나를 훌쩍 떠나버릴 것만 같은 두려움까지 [영웅] 그대 [믹키] 사랑은 가슴이 메일 듯한 설레임처럼 그렇게 숨 막히는 그리움처럼 [유노] 항상 변함없는 시선을 줘요 언제나 지금처럼 [시아] 조금만 내가 마음을 놓을 수 있을 만큼만 그대를 바라볼 수 있을 만큼만 나의 가까이에 머무른다면 한없이 기쁘겠죠 I believe in you 그댈 바라보는 이 시선 가득 내가 갖고 있는 그댈 향한 마음 모두 담아 보내리 너무 쉽게 들키고 싶지 않은 내 마음 알고 있나요 그대 나를 훌쩍 떠나버릴 것만 같은 두려움까지 [시아] 그대 [영웅] 이렇게 그대 곁에 있는 다면 결국엔 아무것도 모른다면 얼마나 내가 그댈 사랑했는지 *I believe in you 그댈 바라보는 이 시선 가득 내가 갖고 있는 그댈 향한 마음 모두 담아 보내리 너무 쉽게 들키고 싶지 않은 내 마음 알고 있나요 그대 나를 훌쩍 떠나버릴 것만 같은 두려움까지 [믹키] I can't let you go You are the only one in my life",
동방신기,TRI-ANGLE,Thanks To,2004.10.11,김수정,[영웅]저 창문으로 들어온 아침햇살에 눈을떠 어제 보다 더 슬픔이 편안해 그대가 항상 말해왔던 그길로 걸어왔었다면 마음의 상처도 없었을 꺼야 [최강]내가 힘에 겨워 그대를 부르며 울때 그댄 날 항상 안아 주었지 baby you know i love you [All]I know you were waiting for me so I thank you for the love inside you 그대 곁에 나 영원히 now I promise you [믹키]마음속의 걱정도 그대 앞에선 항상 어린애처럼 감출순 없었지 [시아]돌아서는 내 뒷모습이 지쳐 보이면 내게로와 내손 잡으며 울어준 그대를 내가 행복할땐 그댈 잊은적 더 많았던 어린 내모습 모두 용서해 그대 [All]I know you were waiting for me so I thank you for the love inside you 그대 곁에 나 영원히 now I promise you [믹키]당신은 언제나 내 안에 있었습니다 하지만 전 느끼지 못했습니다 [유노]이젠 그댈위해 살수있게 소중한 기횔 나에게줘 그대 아픔까지 나도 사랑할꺼야 [영웅]손을 내밀어 함께 느낄수 있도록 나의 눈 속에 그대를 바라봐 [All]I know you were waiting for me so I thank you for the love inside you 그대 곁에 나 영원히 now I promise you I know you were waiting for me so I thank you for the love inside you 그대 곁에 나 영원히 now I promise you,
동방신기,TRI-ANGLE,Tri-Angle,2004.10.11,유영진,"믹키 - 매일 보는 사건 끊임없이 죽음들을 만들어 내는 곳이 땅엔 자비란 게 사라진 걸까? 영웅 - 난 이제 보지 않겠어 듣지 않겠어 추락하는 현실가치로만 계산 하지마 인간의 존재는 소중하잖아 *All - 무너진 가슴에 피 눈물이 또 흘러 이젠 어떤 걸로 나를 자극하려 하는가 아름답게 세상을 채워주던 존재만큼 우리 안에 미래를 향한 꿈도 죽어버렸어 **믹키. 최강 - 모두 감당 할 수가 없는걸 흘러내릴 눈물까지도 없는걸 뼛속까지 파고든 아픈 상실감 이제 더는 참을 수 없는데 최강 - You! got the Power! 바로잡을 수가 있는 힘을넌 허비하지 말고 좀 더 인간적인 얘기들을 비춰야 돼 시아 - I don’t know, why hate this moment. 사람들은 재미없다고 하지 않는데 Why you tell me Lies.. 무너진 가슴에 피 눈물이 또 흘러 이젠 어떤 걸로 나를 자극하려 하는가 아름답게 세상을 채워주던 존재만큼 우리 안에 미래를 향한 꿈도 죽어버렸어 시아 - 사랑하는 사람들의 눈을 바라봐 그 기쁨도 보이지 않니? 영웅 - 이 세상이 가치 있는 것들로 가득하단걸 말해줘 BoA - 난 어떡해 버려진 존재들 앞에 아무런 말없이 서있어 이건 안되잖아 난 어떡해 병이 들어가는데 보고만 있다는건 견딜 수 없어 [Rap]The TRAX - Someday, oneday. 니가 또 버려버린 문제들에 곁엔, 너도 남았고 나도 남았지 남의 상처들을 즐겨 보지도 마! 부메랑이 된다 One Flow we want the flow we got the flow we want the flow All - I got the flow, Show Now I growling on earth 우리에게 뭘 보여주고 싶나 It’s so funny I say no 유노.믹키 - 이젠 우린 원하지 않는데 너는 바꿀 수가 있다고 믿는데 어둠속을 헤매는 칼끝까지도 모두 감당 할 수가 없는걸 흘러내릴 눈물까지도 없는걸 뼛속까지 파고든 아픈 상실감 이제 더는 참을 수 없는데 [All] 무너진 가슴에 아픔들을 보여줘 내가 도와줄 수 있게 니가 길을 보여줘 아름답게 세상을 채워주는 존재만큼 소중하게 지켜줄 수 있게 만들어야 돼",
